Dealer_Code,Feb_2324_sales,Mar_2324_sales,Apr_2425_sales,May_2425_sales,Jun_2425_sales,Jul_2425_sales,Aug_2425_sales,Sep_2425_sales,Oct_2425_sales,Nov_2425_sales,Dec_2425_sales,Jan_2425_sales,Feb_2324_Target,Mar_2324_Target,Apr_2425_Target,May_2425_Target,Jun_2425_Target,Jul_2425_Target,Aug_2425_Target,Sep_2425_Target,Oct_2425_Target,Nov_2425_Target,Dec_2425_Target,Jan_2425_Target,Sales_Pattern_Overall,Target_Pattern_Overall,Achieved_Type,Predicted_Target_R,Percentage_PT_Dist,Category_Overall
SIPT147,33,27,37,24,0,25,12,12,35,26,24,14,25,25,30,25,25,25,30,30,35,35,40,30,LLHHHL,NNNNNN,No Achievement,25,0.002071251035625518,Fluctuating Performer
SIPT149,20,15,10,25,15,10,16,0,0,15,5,19,20,10,15,20,20,15,15,15,20,20,20,20,HLLHLH,ANNNNN,Low Achievement,20,0.0016570008285004142,Fluctuating Performer
SIPT150,51,25,137,0,25,25,0,50,0,51,0,0,75,60,60,60,60,50,80,80,80,35,35,0,LHLHLL,NNNANA,Low Achievement,55,0.004556752278376139,Consistently Weak Performer
SIPT151,10,16,73,50,51,55,22,25,30,41,76,10,100,50,50,50,50,50,85,85,110,80,75,50,LLLHHL,NNNNAN,Low Achievement,55,0.004556752278376139,Consistently Weak Performer
SIPT159,20,35,73,37,24,0,31,0,30,56,40,19,60,50,50,70,50,50,50,50,50,50,40,40,LLHHHL,NNNAAN,Low Achievement,45,0.003728251864125932,Fluctuating Performer
SIPT162,10,23,24,23,10,15,12,15,15,18,0,10,50,25,20,20,20,20,30,30,30,30,30,25,LLLHLL,NNNNNN,No Achievement,20,0.0016570008285004142,Consistently Weak Performer
SIPT164,10,15,0,16,17,15,0,17,17,0,12,13,20,15,15,15,15,15,18,18,20,20,20,13,LHHLHH,NNNNNN,No Achievement,15,0.0012427506213753107,Emerging Performer
SIPT167,0,0,0,0,5,0,8,7,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,HHLHHL,NNNANN,Low Achievement,15,0.0012427506213753107,Emerging Performer
SIPT179,26,0,30,24,0,25,30,0,30,0,39,12,50,40,40,40,40,25,30,30,20,20,25,30,HLHLHL,NNANAN,Low Achievement,35,0.002899751449875725,Fluctuating Performer
SIPT180,0,10,11,12,10,21,19,19,25,10,16,15,20,15,15,15,15,0,20,20,10,10,15,15,HHHLLL,NNAAAN,Moderate Achievement,20,0.0016570008285004142,Momentum Gainer
SIPT185,20,41,20,0,20,21,20,20,21,20,21,0,60,40,50,50,40,30,40,40,35,35,35,25,HHHHHL,NNNNNN,No Achievement,20,0.0016570008285004142,Emerging Performer
SIPT187,35,0,0,30,30,15,0,25,0,20,20,27,35,35,30,30,30,30,25,25,20,20,20,20,LHLHHH,NNNANA,Low Achievement,25,0.002071251035625518,Emerging Performer
SIPT191,25,56,40,40,12,39,33,14,0,24,66,54,60,55,40,40,40,40,55,55,55,55,55,55,LLLHHH,NNNNAN,Low Achievement,55,0.004556752278376139,Declining Performer
SIPT192,0,0,0,0,0,3,14,16,10,4,5,0,20,5,0,0,0,0,10,10,10,10,20,10,HHHLLL,AAANNN,Moderate Achievement,20,0.0016570008285004142,Momentum Gainer
SIPT193,10,20,0,15,20,0,10,20,0,20,21,20,30,15,15,20,20,25,20,20,20,20,22,25,LHLHHH,NNNNNN,No Achievement,20,0.0016570008285004142,Emerging Performer
SIPT194,31,0,15,14,15,10,25,19,47,26,55,38,25,15,15,20,20,25,20,20,20,20,30,40,HHHHHH,ANAAAN,Moderate Achievement,45,0.003728251864125932,Consistently Strong Performer
SIPT195,50,50,51,50,0,25,24,20,0,0,30,25,75,50,60,60,50,50,60,60,50,50,30,22,LLLLHH,NNNNNA,Low Achievement,30,0.0024855012427506215,Consistently Weak Performer
SIPT197,20,30,25,25,25,25,25,0,20,21,23,25,20,20,25,25,25,25,25,25,20,20,22,20,LLLHHH,NNAAAA,Moderate Achievement,30,0.0024855012427506215,Target-Oriented Performer
SIPT198,0,60,0,36,31,30,38,0,0,9,15,22,30,30,30,40,40,50,45,45,35,35,35,15,HLLLLH,NNNNNA,Low Achievement,30,0.0024855012427506215,Consistently Weak Performer
SIPT201,37,23,16,0,31,0,25,20,25,21,22,26,35,30,30,30,20,20,20,20,20,20,20,20,HHHHHH,AAAAAA,High Achievement,30,0.0024855012427506215,Consistently Strong Performer
SIPT202,0,0,25,21,25,21,27,26,22,20,16,20,35,25,20,20,25,20,30,30,20,20,25,20,HHLLLL,NNAANN,Low Achievement,25,0.002071251035625518,Consistently Weak Performer
SIPT205,61,101,54,104,53,61,51,69,69,94,71,68,120,80,100,100,100,70,75,75,75,75,75,70,LHHHHL,NNNANN,Low Achievement,85,0.007042253521126761,Emerging Performer
SIPT206,0,20,0,15,11,10,15,0,0,10,22,15,40,25,25,25,25,20,25,25,20,20,20,20,HLLHHH,NNNNAN,Low Achievement,20,0.0016570008285004142,Emerging Performer
SIPT207,0,10,0,0,12,0,15,12,4,0,0,10,20,10,10,10,10,10,10,10,10,10,10,10,HHLLLH,AANNNN,Low Achievement,20,0.0016570008285004142,Declining Performer
SIPT209,16,25,49,25,21,20,26,15,20,21,25,23,30,25,25,25,20,20,30,30,20,20,25,20,LLLLHH,NNNAAA,Moderate Achievement,30,0.0024855012427506215,Declining Performer
SIPT210,21,24,57,39,29,26,10,27,31,35,36,21,30,25,25,25,25,25,30,30,20,20,35,30,LLHHHL,NNAAAN,Moderate Achievement,35,0.002899751449875725,Momentum Gainer
SIPT211,54,56,30,29,30,25,23,53,50,31,30,50,60,50,50,60,60,50,60,60,50,50,50,50,LHHLLH,NNANNN,Low Achievement,40,0.0033140016570008283,Fluctuating Performer
SIPT213,36,16,0,27,0,14,26,25,20,0,25,0,30,25,25,25,25,25,25,25,25,25,25,25,HHHLHL,AANNAN,Moderate Achievement,30,0.0024855012427506215,Emerging Performer
SIPT214,65,51,20,49,21,30,50,46,50,50,25,0,60,40,40,50,40,30,45,45,50,50,50,40,HHHHLL,AAAANN,Moderate Achievement,50,0.004142502071251036,Consistently Strong Performer
SIPT217,28,24,55,50,53,26,53,52,25,26,24,25,0,70,50,65,65,65,80,80,80,80,80,50,HHLLLL,NNNNNN,No Achievement,25,0.002071251035625518,Consistently Weak Performer
SIPT220,21,22,13,0,20,0,21,22,23,20,25,19,20,20,20,20,20,20,22,22,20,20,25,20,HHHHHH,NNAAAN,Moderate Achievement,25,0.002071251035625518,Emerging Performer
SIPT221,13,10,10,20,15,0,13,0,10,10,10,0,12,10,15,15,15,15,10,10,10,10,10,10,HLHHHL,ANANAN,Moderate Achievement,15,0.0012427506213753107,Emerging Performer
SIPT222,20,0,0,0,30,0,0,0,0,0,10,0,20,15,15,15,0,0,0,0,0,0,0,0,LLLLLL,AAAAAA,High Achievement,0,0.0,Target-Oriented Performer
SIPT231,21,0,0,0,20,0,0,20,0,0,11,10,0,10,10,0,10,10,10,10,10,10,10,0,LHLLHH,NANNAA,Moderate Achievement,20,0.0016570008285004142,Fluctuating Performer
SIPT234,16,21,0,31,21,18,7,20,20,20,10,0,15,15,20,20,20,20,20,20,20,20,20,20,LHHHLL,NNAANN,Low Achievement,20,0.0016570008285004142,Fluctuating Performer
SIPT235,0,11,15,0,10,6,10,10,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,HHHHHH,ANAAAN,Moderate Achievement,15,0.0012427506213753107,Consistently Strong Performer
SIPT236,12,0,15,11,15,12,0,10,0,12,0,0,20,15,15,15,15,15,15,15,10,10,15,10,LHLHLL,NNNANN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer
SIPT239,53,63,51,51,43,36,51,15,51,53,103,75,60,35,40,50,50,35,50,50,50,50,50,50,HLHHHH,ANAAAA,High Achievement,70,0.00579950289975145,Consistently Strong Performer
SIPT245,0,25,52,24,20,40,70,71,50,50,51,40,55,50,50,50,60,40,70,70,50,50,50,50,HHHHHL,AAANAN,Moderate Achievement,55,0.004556752278376139,Consistently Strong Performer
SIPT246,25,26,40,10,25,0,32,30,25,52,51,27,25,25,25,25,25,25,30,30,50,50,50,25,HHHHHL,AANAAA,High Achievement,55,0.004556752278376139,Consistently Strong Performer
SIPT252,23,0,39,0,21,12,10,9,22,11,0,0,25,25,30,30,30,30,30,30,30,30,30,20,LLHLLL,NNNNNN,No Achievement,15,0.0012427506213753107,Consistently Weak Performer
SIPT255,15,0,35,0,10,2,0,0,8,15,11,6,15,15,15,15,20,20,10,10,10,10,10,10,LLLHHH,NNNAAN,Low Achievement,15,0.0012427506213753107,Declining Performer
SIPT257,16,16,50,26,0,24,23,0,10,19,20,22,30,25,30,20,25,25,25,25,20,20,20,20,HLLHHH,NNNNNA,Low Achievement,25,0.002071251035625518,Emerging Performer
SIPT258,13,17,26,12,17,12,0,15,0,10,6,14,20,20,15,15,17,15,20,20,20,20,20,15,LHLHLH,NNNNNN,No Achievement,15,0.0012427506213753107,Fluctuating Performer
SIPT263,30,30,25,30,30,32,31,30,0,30,34,20,30,25,20,30,30,30,30,30,35,35,35,30,HHLHHL,AANNNN,Low Achievement,35,0.002899751449875725,Emerging Performer
SIPT264,7,22,29,22,11,17,18,10,13,31,36,18,35,30,30,30,25,25,35,35,35,35,35,35,LLLHHL,NNNNAN,Low Achievement,35,0.002899751449875725,Consistently Weak Performer
SIPT266,0,37,0,20,26,22,0,30,0,35,20,0,55,35,30,20,25,25,30,30,35,35,35,35,LHLHHL,NANANN,Low Achievement,35,0.002899751449875725,Fluctuating Performer
SIPT267,21,20,21,30,25,25,26,0,20,10,10,0,20,20,20,20,25,25,30,30,20,20,20,20,HLLLLL,NNANNN,Low Achievement,25,0.002071251035625518,Consistently Weak Performer
SIPT269,0,21,15,0,0,14,16,0,0,14,0,0,15,15,20,20,25,10,17,17,20,20,20,20,HLLHLL,NNNNNN,No Achievement,15,0.0012427506213753107,Consistently Weak Performer
SIPT273,21,20,25,20,26,24,25,25,20,21,23,20,30,20,25,25,25,20,25,25,20,20,22,20,HHLLLL,NNAAAN,Moderate Achievement,25,0.002071251035625518,Fluctuating Performer
SIPT274,26,33,0,10,20,22,30,32,25,17,0,24,25,25,30,25,25,20,30,30,50,50,50,25,HHHLLH,AANNNN,Low Achievement,25,0.002071251035625518,Emerging Performer
SIPT275,26,25,0,0,28,20,28,0,14,20,43,33,25,20,25,25,25,20,25,25,20,20,20,20,HLHHHH,ANNAAA,Moderate Achievement,40,0.0033140016570008283,Consistently Strong Performer
SIPT276,21,21,31,12,14,10,18,20,21,20,20,19,20,20,25,25,20,20,20,20,20,20,20,25,LHHHHH,NNANAN,Low Achievement,25,0.002071251035625518,Emerging Performer
SIPT277,0,5,0,0,10,0,0,5,0,6,0,0,20,10,10,10,10,10,10,10,10,10,10,10,LHLHLL,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer
SIPT283,34,22,10,10,11,11,28,20,21,10,15,0,25,30,20,20,15,10,20,20,10,10,15,15,HHHLLL,AAAANN,Moderate Achievement,20,0.0016570008285004142,Target-Oriented Performer
SIPT284,0,10,10,0,12,0,0,6,0,5,0,0,10,10,10,10,10,10,10,10,10,10,10,10,LHLHLL,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer
SIPT285,0,12,10,16,0,11,0,0,14,0,10,0,25,12,12,15,15,10,10,10,10,10,10,10,LLHLHL,NNANNN,Low Achievement,20,0.0016570008285004142,Consistently Weak Performer
SIPT286,0,21,15,20,15,10,0,0,20,23,15,20,20,15,15,20,20,20,20,20,20,20,20,20,LLHHHH,NNAANA,Moderate Achievement,25,0.002071251035625518,Emerging Performer
SIPT287,0,10,10,10,0,10,0,10,10,10,11,0,10,10,20,10,10,10,10,10,10,10,10,10,LHHHHL,NAANAN,Moderate Achievement,15,0.0012427506213753107,Emerging Performer
SIPT288,18,21,18,24,0,21,8,10,0,0,10,0,20,15,20,20,20,20,10,10,10,10,10,10,LLLLHL,NNNNAN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer
SIPT289,13,10,22,21,0,9,10,0,0,0,11,16,15,10,10,10,10,15,10,10,10,10,10,10,LLLLHH,ANNNAA,Moderate Achievement,15,0.0012427506213753107,Declining Performer
SIPT290,27,33,48,50,44,47,29,36,30,36,35,35,20,25,20,20,30,30,30,30,30,30,40,40,LLLLLL,NAAANN,Moderate Achievement,40,0.0033140016570008283,Fluctuating Performer
SIPT291,25,28,17,33,20,22,20,0,25,23,20,0,25,20,20,25,20,20,25,25,20,20,24,20,LLHHHL,NNAANN,Low Achievement,30,0.0024855012427506215,Fluctuating Performer
SIPT293,10,0,0,12,0,12,0,11,0,10,0,10,20,10,10,10,10,12,10,10,10,10,10,10,LHLHLH,NANANN,Low Achievement,15,0.0012427506213753107,Fluctuating Performer
SIPT294,10,16,30,15,15,15,16,15,20,20,20,14,15,12,10,15,15,15,15,15,20,20,20,15,LLHHHL,AAANNN,Moderate Achievement,25,0.002071251035625518,Momentum Gainer
SIPT295,16,31,17,12,0,19,15,28,3,0,15,15,20,15,20,20,20,20,20,20,20,20,20,15,LHLLHH,NANNNA,Low Achievement,25,0.002071251035625518,Fluctuating Performer
SIPT297,10,10,0,10,0,10,0,0,0,0,9,0,10,10,15,10,10,10,10,10,10,10,10,10,LLLLHL,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer
SIPT299,61,86,31,61,60,50,75,71,30,50,30,60,80,55,0,50,60,50,70,70,80,80,80,60,HHLLLH,AANNNN,Low Achievement,55,0.004556752278376139,Declining Performer
SIPT301,11,0,15,0,0,10,12,15,0,24,0,10,10,10,10,15,10,10,10,10,10,10,10,10,HHLHLL,AANANN,Moderate Achievement,20,0.0016570008285004142,Fluctuating Performer
SIPT302,12,20,21,25,15,11,15,15,10,15,15,0,25,15,15,15,15,10,15,15,10,10,15,15,LLLLHL,AANANN,Moderate Achievement,20,0.0016570008285004142,Fluctuating Performer
SIPT303,0,16,0,11,10,0,10,0,0,10,15,0,20,10,10,10,10,10,10,10,10,10,10,10,HLLHHL,NNNAAN,Low Achievement,15,0.0012427506213753107,Fluctuating Performer
SIPT304,30,10,8,1,9,0,0,11,17,0,6,22,30,20,20,20,20,20,20,20,20,20,20,20,LHHLHH,NNNNNA,Low Achievement,20,0.0016570008285004142,Emerging Performer
SIPT305,10,10,9,9,0,10,10,10,10,0,0,12,15,10,10,10,10,10,10,10,10,10,10,10,HHHLLH,NANNNA,Low Achievement,15,0.0012427506213753107,Emerging Performer
SIPT306,26,26,63,55,26,26,41,41,23,39,40,25,25,20,20,20,40,40,30,30,30,30,40,50,HHLHHL,AANANN,Moderate Achievement,40,0.0033140016570008283,Emerging Performer
SIPT307,30,30,30,40,26,0,13,20,10,39,30,30,30,30,30,30,25,0,0,10,20,20,22,10,LLLHHH,AANAAA,High Achievement,40,0.0033140016570008283,Target-Oriented Performer
SIPT309,23,26,30,25,0,21,25,15,25,20,19,19,30,25,25,25,25,20,30,30,20,20,25,25,HLHHHL,NNAANN,Low Achievement,25,0.002071251035625518,Emerging Performer
SIPT311,25,23,25,27,20,8,20,17,24,20,20,9,15,15,20,15,20,20,17,17,20,20,20,20,LLHHHL,AAAAAN,High Achievement,30,0.0024855012427506215,Target-Oriented Performer
SIPT313,32,20,40,20,26,25,25,25,20,20,25,24,20,20,25,25,25,25,25,25,20,20,25,25,LLLLHH,AAAAAN,High Achievement,30,0.0024855012427506215,Target-Oriented Performer
SIPT314,12,20,41,20,26,21,15,0,0,20,15,0,20,22,20,20,26,25,30,30,20,20,20,20,LLLHHL,NNNANN,Low Achievement,20,0.0016570008285004142,Consistently Weak Performer
SIPT315,0,11,7,0,0,11,0,9,0,0,0,8,20,10,10,10,10,10,10,10,10,10,10,5,LHLLLH,NNNNNA,Low Achievement,0,0.0,Consistently Weak Performer
SIPT316,0,10,0,10,10,10,0,13,0,10,0,0,25,10,10,10,10,10,10,10,10,10,10,10,LHLHLL,NANNNN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer
SIPT317,4,12,8,8,0,0,0,0,0,0,4,4,30,10,10,10,10,10,0,0,0,0,0,10,LLLLHH,AAAAAN,High Achievement,0,0.0,Target-Oriented Performer
SIPT318,11,0,0,0,15,20,13,10,11,11,16,16,10,10,15,15,15,20,10,10,10,10,10,10,HHHLHH,AAAAAA,High Achievement,20,0.0016570008285004142,Consistently Strong Performer
SIPT319,12,10,49,19,14,25,26,29,0,20,10,24,35,30,20,30,25,20,30,30,20,20,25,25,HHLHLH,NNNANN,Low Achievement,25,0.002071251035625518,Emerging Performer
SIPT320,0,0,15,16,16,15,15,25,16,25,17,14,20,15,15,15,15,15,10,10,10,10,15,15,HHHHHL,AAAAAN,High Achievement,25,0.002071251035625518,Consistently Strong Performer
SIPT321,30,40,25,40,0,30,40,40,0,10,35,10,30,20,25,30,30,30,40,40,35,35,35,30,HHLLHL,AANNAN,Moderate Achievement,45,0.003728251864125932,Fluctuating Performer
SIPT324,0,0,12,15,17,17,0,16,0,0,17,0,20,0,0,10,10,10,10,10,10,10,10,10,LHLLHL,NANNAN,Low Achievement,20,0.0016570008285004142,Consistently Weak Performer
SIPT325,3,10,6,13,11,18,14,22,14,11,10,0,10,5,10,10,10,10,10,10,10,10,10,10,HHLLLL,AAAANN,Moderate Achievement,20,0.0016570008285004142,Target-Oriented Performer
SIPT326,16,21,34,21,20,22,22,37,22,24,25,24,25,20,20,20,20,20,22,22,20,20,25,25,LHLHHH,NAAANN,Moderate Achievement,30,0.0024855012427506215,Emerging Performer
SIPT329,0,24,15,10,10,11,11,10,10,10,12,12,10,10,15,10,10,10,10,10,10,10,12,10,HLLLHH,ANANNA,Moderate Achievement,15,0.0012427506213753107,Fluctuating Performer
SIPT332,12,20,19,19,0,20,6,11,20,0,22,7,20,20,25,20,20,20,20,20,20,20,20,20,LLHLHL,NNANAN,Low Achievement,20,0.0016570008285004142,Consistently Weak Performer
SIPT333,0,32,0,0,0,0,10,0,0,21,0,19,20,20,25,20,25,20,20,20,20,20,20,20,LLLHLH,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer
SIPT338,12,25,44,40,15,23,31,25,20,24,31,20,20,25,20,20,30,20,35,35,20,20,30,30,HLLLHL,NNAAAN,Moderate Achievement,30,0.0024855012427506215,Fluctuating Performer
SIPT339,10,11,20,10,10,12,15,6,10,12,15,0,25,15,10,10,10,10,15,15,10,10,12,10,HLLHHL,ANAAAN,Moderate Achievement,15,0.0012427506213753107,Target-Oriented Performer
SIPT340,0,26,22,43,24,25,14,16,0,12,0,13,20,10,15,15,20,20,15,15,15,15,20,20,LLLLLH,NANNNN,Low Achievement,20,0.0016570008285004142,Consistently Weak Performer
SIPT341,12,12,0,14,13,0,12,0,0,12,10,0,20,10,10,10,10,10,15,15,10,10,10,10,HLLHHL,NNNANN,Low Achievement,15,0.0012427506213753107,Fluctuating Performer
SIPT342,26,36,59,49,31,26,28,40,67,36,51,57,25,30,40,50,50,50,40,40,40,40,40,50,LHHLHH,NAANAA,Moderate Achievement,55,0.004556752278376139,Consistently Strong Performer
SIPT343,21,20,21,0,26,0,20,0,20,0,20,0,20,20,25,25,20,15,20,20,20,20,20,20,HLHLHL,ANNNNN,Low Achievement,25,0.002071251035625518,Fluctuating Performer
SIPT345,19,16,0,9,10,5,10,0,0,12,0,0,10,10,10,10,10,10,10,10,10,10,10,10,HLLHLL,ANNANN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer
SIPT346,17,0,19,19,0,20,0,0,20,0,13,12,20,15,15,15,15,15,15,15,20,20,20,15,LLHLHH,NNNNNN,No Achievement,15,0.0012427506213753107,Fluctuating Performer
SIPT347,8,0,0,17,8,13,10,0,0,9,9,27,15,5,10,10,15,15,10,10,10,10,10,10,HLLHHH,ANNNNA,Low Achievement,25,0.002071251035625518,Emerging Performer
SIPT348,10,11,21,10,10,10,25,0,20,0,20,0,20,10,15,20,15,10,10,10,10,10,12,10,HLHLHL,ANANAN,Moderate Achievement,30,0.0024855012427506215,Fluctuating Performer
SIPT352,25,21,25,25,25,18,0,15,0,22,25,10,25,20,25,25,25,20,22,22,20,20,20,20,LLLHHL,NNNAAN,Low Achievement,25,0.002071251035625518,Consistently Weak Performer
SIPT354,0,22,0,10,11,0,12,16,0,11,0,10,20,10,10,10,10,10,10,10,10,10,10,10,HHLHLH,AANANN,Moderate Achievement,15,0.0012427506213753107,Emerging Performer
SIPT355,0,0,12,0,0,14,0,0,10,0,11,0,15,0,0,10,10,0,0,0,0,0,0,10,LLHLHL,AAAAAN,High Achievement,15,0.0012427506213753107,Target-Oriented Performer
SIPT358,54,26,27,26,0,25,38,0,0,0,10,0,50,25,25,25,25,25,40,40,20,20,20,20,HLLLLL,NNNNNN,No Achievement,25,0.002071251035625518,Consistently Weak Performer
SIPT359,30,16,31,45,41,30,45,47,37,36,40,38,30,30,30,30,30,30,45,45,35,35,40,30,HHLLHL,AAAANA,High Achievement,45,0.003728251864125932,Target-Oriented Performer
SIPT364,20,0,17,11,12,8,0,11,0,15,0,0,20,10,0,10,10,10,10,10,10,10,10,10,LHLHLL,NANANN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer
SIPT366,25,15,33,32,21,0,20,20,10,21,10,0,25,10,15,15,20,20,20,20,20,20,20,20,LHLHLL,AANANN,Moderate Achievement,20,0.0016570008285004142,Fluctuating Performer
SIPT367,10,11,0,10,0,0,0,0,0,0,10,0,20,10,10,10,10,10,10,10,10,10,10,10,LLLLHL,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer
SIPT370,64,79,101,124,39,35,67,74,19,50,70,71,150,75,120,120,150,90,70,70,70,70,70,70,LLLLHH,NANNAA,Moderate Achievement,70,0.00579950289975145,Fluctuating Performer
SIPT372,3,0,0,0,5,0,12,10,0,10,11,0,20,15,15,15,0,0,10,10,10,10,15,15,HHLHHL,ANNNNN,Low Achievement,15,0.0012427506213753107,Emerging Performer
SIPT373,81,40,45,61,40,60,16,49,30,76,69,60,130,55,60,60,80,80,50,50,50,50,50,50,LHLHHH,NNNAAA,Moderate Achievement,75,0.006213753106876553,Emerging Performer
SIPT374,25,76,99,102,100,89,103,105,108,112,110,124,110,100,75,100,100,90,120,120,80,110,110,120,HHHHHH,NNAAAA,Moderate Achievement,125,0.010356255178127589,Consistently Strong Performer
SIPT375,93,74,106,101,101,95,108,106,84,118,105,70,110,100,75,100,100,90,120,120,80,80,100,100,HHLHHL,NNAAAN,Moderate Achievement,110,0.009113504556752278,Emerging Performer
SIPT376,27,20,20,16,23,24,14,25,37,33,35,26,20,20,25,25,25,20,20,20,20,20,22,25,LHHHHL,NAAAAA,High Achievement,40,0.0033140016570008283,Consistently Strong Performer
SIPT378,0,11,0,0,0,0,0,0,10,12,0,10,20,0,10,10,10,10,10,10,10,10,10,10,LLHHLH,NNNNNN,No Achievement,0,0.0,Fluctuating Performer
SIPT379,12,30,33,22,23,16,15,15,21,20,15,20,25,15,20,20,30,15,15,15,20,20,22,20,LLLHLH,AAAANN,Moderate Achievement,25,0.002071251035625518,Target-Oriented Performer
SIPT380,13,0,0,8,0,0,0,0,0,0,0,8,10,5,10,10,10,10,10,10,10,10,10,10,LLLLHH,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer
SIPT381,14,13,13,27,15,25,14,17,13,0,15,15,20,15,15,15,20,20,15,15,15,15,15,15,LLLLHH,NANNNN,Low Achievement,20,0.0016570008285004142,Consistently Weak Performer
SIPT382,0,12,0,15,0,15,0,0,7,13,12,11,15,10,10,15,10,5,10,10,10,10,10,10,LLHHHH,NNNAAA,Moderate Achievement,15,0.0012427506213753107,Emerging Performer
SIPT383,0,0,15,26,0,0,26,10,0,27,54,24,50,15,15,15,20,20,10,10,10,10,15,20,HLLHHH,ANNAAA,Moderate Achievement,40,0.0033140016570008283,Consistently Strong Performer
SIPT385,11,0,0,0,10,12,0,10,10,0,11,13,25,15,10,10,10,10,10,10,10,10,10,10,LHHLHH,NNNNAA,Low Achievement,15,0.0012427506213753107,Emerging Performer
SIPT386,0,0,0,16,0,0,10,0,0,0,3,0,20,0,5,5,10,10,10,10,10,10,10,10,HLLLHL,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer
SIPT387,14,0,8,9,0,7,0,6,8,7,10,0,10,10,10,10,10,10,10,10,10,10,10,10,LHHHHL,NNNNNN,No Achievement,0,0.0,Emerging Performer
SIPT388,10,12,12,11,8,0,0,10,0,11,0,0,10,10,10,10,10,10,10,10,10,10,10,10,LHLHLL,NANANN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer
SIPT389,30,24,51,31,81,44,29,31,43,43,65,64,30,35,30,30,0,40,30,30,35,35,44,45,LLLLHH,NAAAAA,High Achievement,70,0.00579950289975145,Target-Oriented Performer
SIPT390,10,10,0,10,10,10,0,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,LHHHHL,NAAAAN,Moderate Achievement,20,0.0016570008285004142,Consistently Strong Performer
SIPT391,0,0,0,13,11,10,0,0,10,10,10,6,20,10,10,0,0,10,10,10,10,10,10,10,LLHHHL,NNANNN,Low Achievement,15,0.0012427506213753107,Fluctuating Performer
SIPT393,24,23,15,15,0,5,10,10,15,10,0,0,10,20,20,20,20,20,10,10,10,10,12,0,LLHHLL,NAANNA,Moderate Achievement,15,0.0012427506213753107,Fluctuating Performer
SIPT394,0,10,11,9,13,0,10,0,10,10,24,9,10,10,10,10,10,10,10,10,10,10,10,10,HLHHHH,NNAAAN,Moderate Achievement,20,0.0016570008285004142,Emerging Performer
SIPT395,24,10,3,0,6,8,4,4,3,9,0,0,10,10,10,10,10,10,10,10,10,10,10,10,LLLHLL,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer
SIPT397,0,10,0,10,0,6,0,0,0,5,0,9,10,5,10,10,10,10,10,10,10,10,10,10,LLLHLH,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer
SIPT398,35,36,30,30,51,30,30,43,35,38,40,39,25,25,30,30,30,30,30,30,35,35,40,40,LHLHHH,NAAANN,Moderate Achievement,45,0.003728251864125932,Emerging Performer
SIPT399,16,30,21,19,20,21,20,20,0,20,20,0,10,20,25,25,20,20,20,20,20,20,25,20,LLLHHL,ANNANN,Low Achievement,25,0.002071251035625518,Consistently Weak Performer
SIPT400,15,26,20,10,10,10,10,10,11,10,12,11,10,10,10,10,10,10,10,10,10,10,12,10,LLLLHH,AAANNA,Moderate Achievement,15,0.0012427506213753107,Target-Oriented Performer
SIPT403,11,6,8,8,5,6,0,0,0,7,0,7,10,5,5,5,5,5,0,0,0,0,0,5,LLLHLH,AAAAAA,High Achievement,0,0.0,Target-Oriented Performer
SIPT404,0,0,0,6,7,7,10,10,11,0,10,11,10,5,5,5,5,5,10,10,10,10,10,10,HHHLHH,AAANNA,Moderate Achievement,15,0.0012427506213753107,Consistently Strong Performer
SIPT405,10,21,0,10,10,0,0,20,20,15,15,10,20,20,25,25,20,20,0,10,20,20,20,20,LHHHHL,AAANNN,Moderate Achievement,20,0.0016570008285004142,Emerging Performer
SIPT406,15,43,48,50,47,30,33,27,43,33,54,41,10,35,40,40,50,50,30,30,30,30,40,40,LLHLHH,ANAAAA,High Achievement,55,0.004556752278376139,Target-Oriented Performer
SIPT410,10,10,15,10,0,12,10,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,HHHHHL,AAANAN,Moderate Achievement,15,0.0012427506213753107,Consistently Strong Performer
SIPT411,0,0,0,6,5,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,LLHHHH,NNANNN,Low Achievement,15,0.0012427506213753107,Emerging Performer
SIPT412,5,5,0,6,5,6,0,0,0,5,10,7,10,10,5,5,5,5,10,10,10,10,10,10,LLLHHH,NNNNNN,No Achievement,0,0.0,Declining Performer
